timestamp,bot_type,trade_direction,input_amount,input_symbol,output_received,output_symbol,expected_output,slippage_percent,price,success
2025-06-26T19:24:27.489215,TWAPBot,SOL_TO_USDC,1.0,SOL,140.7155318521416,USDC,142.114181,0.984172823582192,140.7155318521416,True
2025-06-26T19:24:59.492832,SmartBot,SOL_TO_USDC,1.0,SOL,140.9379287335518,USDC,142.146897,0.8505062663789346,140.9379287335518,True
