timestamp,bot_type,trade_direction,input_amount,input_symbol,output_received,output_symbol,expected_output,slippage_percent,price,success
2025-06-27T12:07:36.531488,TWAPBot,SOL_TO_USDC,1.0,SOL,141.22968966711707,USDC,142.158909,0.6536483287747537,141.22968966711707,True
2025-06-27T12:07:38.405500,SmartBot,SOL_TO_USDC,1.0,SOL,141.5003105053452,USDC,142.159795,0.46390366182984794,141.5003105053452,True
2025-06-27T12:08:09.448885,SmartBot,SOL_TO_USDC,1.0,SOL,141.1774532713915,USDC,142.149756,0.6839988727159666,141.1774532713915,True
2025-06-27T12:08:40.819635,SmartBot,SOL_TO_USDC,1.0,SOL,141.99442253093588,USDC,142.175196,0.12714838744735837,141.99442253093588,True
2025-06-27T12:09:11.871610,SmartBot,SOL_TO_USDC,1.0,SOL,141.08581749861486,USDC,142.290863,0.8468888837824697,141.08581749861486,True
2025-06-27T12:09:42.930525,SmartBot,SOL_TO_USDC,1.0,SOL,142.00904608764023,USDC,142.209694,0.14109299212737506,142.00904608764023,True
2025-06-27T12:10:14.147729,SmartBot,SOL_TO_USDC,1.0,SOL,141.4603899297437,USDC,142.234637,0.5443449546373714,141.4603899297437,True
2025-06-27T12:10:45.191335,SmartBot,SOL_TO_USDC,1.0,SOL,141.74045885887077,USDC,142.179501,0.30879426221169604,141.74045885887077,True
2025-06-27T12:11:16.350008,SmartBot,SOL_TO_USDC,1.0,SOL,141.12719203644073,USDC,142.173681,0.7360637750943901,141.12719203644073,True
2025-06-27T12:11:47.392929,SmartBot,SOL_TO_USDC,1.0,SOL,141.4968617558303,USDC,142.247936,0.5280036148782506,141.4968617558303,True
2025-06-27T12:12:18.432116,SmartBot,SOL_TO_USDC,1.0,SOL,141.60934513966714,USDC,142.274221,0.46731997944509573,141.60934513966714,True
